gene_1	gene_2	weight
ENSG00000130783	ENSG00000185339	0.6503133948955927
ENSG00000175105	ENSG00000181378	0.6406508146372852
ENSG00000204290	ENSG00000204962	0.6021348961235696
ENSG00000174373	ENSG00000187775	0.619460353935636
ENSG00000167355	ENSG00000241878	0.4355403212911461
ENSG00000112038	ENSG00000163491	0.6646387664459426
ENSG00000141012	ENSG00000158296	0.4762570405661502
ENSG00000100503	ENSG00000164597	0.6492953340990093
ENSG00000011132	ENSG00000178922	0.5982408942399838
ENSG00000154485	ENSG00000213085	0.6133402595881194
ENSG00000163395	ENSG00000205846	0.4552227274921632
ENSG00000162300	ENSG00000186952	0.6076910000212863
ENSG00000058453	ENSG00000180758	0.5785336097721555
ENSG00000128596	ENSG00000174844	0.6503289447714773
ENSG00000107165	ENSG00000138759	0.6055029041411415
ENSG00000138448	ENSG00000165970	0.6201642991643325
ENSG00000120137	ENSG00000204538	0.6892725601497293
ENSG00000072840	ENSG00000254986	0.5965649107430878
ENSG00000135912	ENSG00000187170	0.6185860904008796
ENSG00000080823	ENSG00000166024	0.5267084235662856
ENSG00000100139	ENSG00000101109	0.6256073888080363
ENSG00000085465	ENSG00000116147	0.43407395871612137
ENSG00000100504	ENSG00000171505	0.4370160762212055
ENSG00000131018	ENSG00000169344	0.5912534218008983
ENSG00000142973	ENSG00000164946	0.6605902918825965
ENSG00000188554	ENSG00000198707	0.5929196476643904
ENSG00000104760	ENSG00000151779	0.5635911453604648
ENSG00000091128	ENSG00000102780	0.6769462807139854
ENSG00000127377	ENSG00000175564	0.6491065291746302
ENSG00000157654	ENSG00000160145	0.6352235459027964
ENSG00000138166	ENSG00000159433	0.5429139356157583
ENSG00000108784	ENSG00000244754	0.4923003576558343
ENSG00000072415	ENSG00000118997	0.6037419015044653
ENSG00000181019	ENSG00000198646	0.6327569615071351
ENSG00000166823	ENSG00000174371	0.5000928555063603
ENSG00000132915	ENSG00000179636	0.602140738611759
ENSG00000103942	ENSG00000156535	0.5887688352275204
ENSG00000090530	ENSG00000137473	0.6233647088094176
ENSG00000104808	ENSG00000108784	0.5917234206510276
ENSG00000121964	ENSG00000146383	0.4593224715088376
ENSG00000182179	ENSG00000198646	0.6316232652237433
ENSG00000082684	ENSG00000198796	0.4979836427977871
ENSG00000078674	ENSG00000136250	0.6134892396681646
ENSG00000001626	ENSG00000171505	0.4168226731815638
ENSG00000160145	ENSG00000182179	0.6521921668326746
ENSG00000150961	ENSG00000206384	0.5339753068013956
ENSG00000116260	ENSG00000215018	0.5335430582621524
ENSG00000178057	ENSG00000188833	0.45231285498706714
ENSG00000115593	ENSG00000206530	0.6815654275159239
ENSG00000100360	ENSG00000168477	0.5947042629567495
ENSG00000138448	ENSG00000187775	0.6195230697127324
ENSG00000165138	ENSG00000185038	0.6259291375189223
ENSG00000136235	ENSG00000204538	0.628844680482331
ENSG00000139304	ENSG00000179636	0.6893614845121135
ENSG00000114638	ENSG00000165028	0.6889546706472185
ENSG00000060718	ENSG00000198502	0.599737026411492
ENSG00000090530	ENSG00000138759	0.5974889643190685
ENSG00000132792	ENSG00000197249	0.6667971836319787
ENSG00000149654	ENSG00000184730	0.6264401051234313
ENSG00000122729	ENSG00000157168	0.703074669409278
ENSG00000163867	ENSG00000170037	0.6622487652456952
ENSG00000129595	ENSG00000132792	0.6684294376804716
ENSG00000108784	ENSG00000133401	0.6377452849548092
ENSG00000152766	ENSG00000164946	0.6635403507934614
ENSG00000155087	ENSG00000176040	0.5326097661720547
ENSG00000058729	ENSG00000078674	0.6168603202587185
ENSG00000111275	ENSG00000127481	0.681957338537642
ENSG00000127129	ENSG00000142867	0.5407653640070832
ENSG00000116478	ENSG00000152217	0.7148027808980395
ENSG00000100335	ENSG00000152382	0.7655427241098917
ENSG00000103723	ENSG00000168014	0.6252418943235935
ENSG00000100079	ENSG00000172476	0.6281606676710861
ENSG00000169327	ENSG00000197706	0.5863801923775531
ENSG00000180264	ENSG00000181523	0.6702045619166351
ENSG00000118997	ENSG00000143367	0.5984117754685586
ENSG00000110713	ENSG00000236699	0.6158820965725635
ENSG00000144401	ENSG00000167104	0.6192268269564029
ENSG00000007174	ENSG00000103942	0.5955228465093175
ENSG00000109063	ENSG00000197410	0.578497946886699
ENSG00000092758	ENSG00000157330	0.5269645422421259
ENSG00000112038	ENSG00000129003	0.6633985766644809
ENSG00000178057	ENSG00000227057	0.5394675589006491
ENSG00000135953	ENSG00000184428	0.49499835505233136
ENSG00000165275	ENSG00000183833	0.5801229739075189
ENSG00000183621	ENSG00000196539	0.38166394202054416
ENSG00000165912	ENSG00000237441	0.7562161961208603
ENSG00000184730	ENSG00000188086	0.6480519984012264
ENSG00000100139	ENSG00000188266	0.6256221350979161
ENSG00000010626	ENSG00000123636	0.49753189460380104
ENSG00000165730	ENSG00000167104	0.599147847690487
ENSG00000135953	ENSG00000140678	0.5831837317743486
ENSG00000078579	ENSG00000157796	0.6847388462716041
ENSG00000091732	ENSG00000168405	0.42880394833704627
ENSG00000067829	ENSG00000134352	0.47527189681070287
ENSG00000029534	ENSG00000255346	0.6495476586049413
ENSG00000110375	ENSG00000160145	0.6249107022314877
ENSG00000095981	ENSG00000162600	0.5532991732252629
ENSG00000089101	ENSG00000149262	0.6423687733740349
ENSG00000126246	ENSG00000163347	0.6168182794503558
ENSG00000086967	ENSG00000149654	0.5873933531967601
ENSG00000165816	ENSG00000196748	0.46615122953973337
ENSG00000078674	ENSG00000142623	0.6170710479847216
ENSG00000100360	ENSG00000204965	0.40881951414478157
ENSG00000145555	ENSG00000215883	0.4583322192412676
ENSG00000073331	ENSG00000132549	0.638959465135129
ENSG00000116996	ENSG00000196535	0.44785136680554466
ENSG00000023839	ENSG00000143952	0.6585730176266215
ENSG00000153246	ENSG00000198502	0.5981826030498582
ENSG00000185842	ENSG00000198083	0.6238422069329151
ENSG00000182179	ENSG00000204634	0.6868045483972007
ENSG00000149403	ENSG00000182533	0.6861448923035536
ENSG00000091136	ENSG00000169762	0.6843126943860145
ENSG00000130508	ENSG00000167676	0.5254779130817255
ENSG00000171962	ENSG00000197706	0.5820741630667855
ENSG00000178404	ENSG00000198445	0.43513482577989776
ENSG00000136002	ENSG00000144935	0.5924908203992814
ENSG00000102967	ENSG00000124721	0.6692089363270334
ENSG00000204577	ENSG00000215045	0.43746158054747547
ENSG00000138892	ENSG00000243156	0.5979708609926326
ENSG00000154723	ENSG00000197706	0.5785457132024073
ENSG00000070371	ENSG00000134253	0.6687539900784627
ENSG00000070610	ENSG00000167880	0.6609821777713328
ENSG00000091409	ENSG00000165238	0.645728436362262
ENSG00000130783	ENSG00000162896	0.6663334327592985
ENSG00000152527	ENSG00000179532	0.549450273425496
ENSG00000121053	ENSG00000123610	0.6727534688244639
ENSG00000081307	ENSG00000105877	0.6187899087183419
ENSG00000175920	ENSG00000196497	0.542811294235085
ENSG00000132382	ENSG00000148482	0.5726465793345935
ENSG00000104687	ENSG00000178922	0.6763747949297898
ENSG00000104774	ENSG00000165105	0.575474744379076
ENSG00000081307	ENSG00000131018	0.5921382714046407
ENSG00000073536	ENSG00000134121	0.7050027434579247
ENSG00000145703	ENSG00000184828	0.5838543642746413
ENSG00000100197	ENSG00000232125	0.622433752865024
ENSG00000143702	ENSG00000188038	0.6475294403223671
ENSG00000109063	ENSG00000146426	0.5799500087247287
ENSG00000077063	ENSG00000162006	0.5340708860634289
ENSG00000135451	ENSG00000166391	0.7043319587152413
ENSG00000112159	ENSG00000145934	0.5350399030385962
ENSG00000170442	ENSG00000179695	0.5285849397255238
ENSG00000140451	ENSG00000164708	0.7040722851940421
ENSG00000138448	ENSG00000185666	0.6130516152672832
ENSG00000141338	ENSG00000176040	0.6050450624339571
ENSG00000148926	ENSG00000167104	0.6004212886676266
ENSG00000183977	ENSG00000213563	0.4236495548988277
ENSG00000105695	ENSG00000171298	0.6339131833523008
ENSG00000073536	ENSG00000136040	0.6616200401682996
ENSG00000112559	ENSG00000197410	0.5841093860444677
ENSG00000144452	ENSG00000185189	0.5733862013676198
ENSG00000074771	ENSG00000138448	0.657380748637724
ENSG00000181523	ENSG00000198646	0.632590003945731
ENSG00000084636	ENSG00000137571	0.6015299576352389
ENSG00000120756	ENSG00000167862	0.39016629638919653
ENSG00000147488	ENSG00000168060	0.6274011525024112
ENSG00000228278	ENSG00000231213	0.44517338612504237
ENSG00000164161	ENSG00000180264	0.6600232940668213
ENSG00000115109	ENSG00000185038	0.6245807302107323
ENSG00000146383	ENSG00000168569	0.4587043528868379
ENSG00000029534	ENSG00000104324	0.6309618082065999
ENSG00000074660	ENSG00000119397	0.6330698567009023
ENSG00000137877	ENSG00000166930	0.6096360251242403
ENSG00000122574	ENSG00000172824	0.4829606794221289
ENSG00000011132	ENSG00000186976	0.5956464555983257
ENSG00000177302	ENSG00000178878	0.5465972081865662
ENSG00000171298	ENSG00000180758	0.5791712859278897
ENSG00000090006	ENSG00000143315	0.6553970842880825
ENSG00000124143	ENSG00000162688	0.5475447554716579
ENSG00000121904	ENSG00000259030	0.6265453101959517
ENSG00000137473	ENSG00000174527	0.6207924076338307
ENSG00000008516	ENSG00000122367	0.6120350703216052
ENSG00000095587	ENSG00000178234	0.6679963231804273
ENSG00000064042	ENSG00000180999	0.5777277685538023
ENSG00000102393	ENSG00000152217	0.7170319551116027
ENSG00000132446	ENSG00000204536	0.5498065260789297
ENSG00000158077	ENSG00000196539	0.38453135300040214
ENSG00000078114	ENSG00000108242	0.6108764549193022
ENSG00000151835	ENSG00000170423	0.6068431927956986
ENSG00000112851	ENSG00000124608	0.5304271218816196
ENSG00000007174	ENSG00000153292	0.5954287616280606
ENSG00000129595	ENSG00000155970	0.7462489623378905
ENSG00000162460	ENSG00000243156	0.5926491731467175
ENSG00000133401	ENSG00000137571	0.621785833515724
ENSG00000198799	ENSG00000255307	0.6213146174882158
ENSG00000100767	ENSG00000187258	0.517089483303556
ENSG00000136717	ENSG00000188828	0.7095062568256553
ENSG00000087303	ENSG00000161664	0.6221298171516187
ENSG00000158816	ENSG00000182670	0.5872642475434338
ENSG00000204962	ENSG00000248487	0.6033014955571111
ENSG00000090530	ENSG00000249115	0.6075100037069268
ENSG00000157766	ENSG00000165807	0.5772391279868146
ENSG00000001626	ENSG00000103657	0.5450956638800477
ENSG00000001626	ENSG00000166823	0.47714219273738845
ENSG00000088205	ENSG00000151465	0.7453662654168124
ENSG00000146378	ENSG00000204010	0.6062563770822648
ENSG00000162105	ENSG00000167676	0.5269887985450454
ENSG00000167755	ENSG00000168477	0.6018022018000546
ENSG00000129255	ENSG00000162896	0.6714130140886965
ENSG00000134571	ENSG00000188807	0.6333184349823409
ENSG00000136026	ENSG00000172986	0.6174557354371685
ENSG00000154485	ENSG00000188158	0.6179901547945411
ENSG00000134262	ENSG00000137673	0.5127039093679787
ENSG00000164708	ENSG00000188828	0.7234021164509077
ENSG00000139194	ENSG00000163312	0.6742966045914863
ENSG00000010626	ENSG00000159337	0.4733241811030953
ENSG00000143631	ENSG00000186951	0.7274633267046032
ENSG00000124608	ENSG00000159433	0.5392233688663151
ENSG00000115267	ENSG00000196539	0.3832529353209577
ENSG00000185523	ENSG00000244482	0.4823986460671945
ENSG00000100139	ENSG00000167264	0.6273560278129139
ENSG00000132382	ENSG00000144401	0.5586615883620293
ENSG00000013573	ENSG00000119681	0.5781146122871844
ENSG00000101605	ENSG00000140798	0.5737783179174144
ENSG00000125386	ENSG00000257743	0.5551613221592688
ENSG00000167862	ENSG00000198646	0.6337298382029483
ENSG00000110619	ENSG00000123610	0.5824153639127209
ENSG00000114439	ENSG00000138162	0.5271784986877481
ENSG00000105669	ENSG00000203872	0.6259088531642264
ENSG00000136235	ENSG00000197283	0.5842629284308158
ENSG00000125485	ENSG00000138347	0.5933722323716
ENSG00000164619	ENSG00000197653	0.6637100256512134
ENSG00000123610	ENSG00000136040	0.64623910701321
ENSG00000120137	ENSG00000137073	0.6976127882272393
ENSG00000104731	ENSG00000166997	0.6201424884479348
ENSG00000151364	ENSG00000174326	0.4866167749789276
ENSG00000125821	ENSG00000125999	0.6017144796626546
ENSG00000157064	ENSG00000168496	0.6499995866398145
ENSG00000151276	ENSG00000213066	0.591598120351898
ENSG00000116299	ENSG00000145362	0.5888878890580256
ENSG00000132792	ENSG00000134146	0.6743923020950701
ENSG00000089101	ENSG00000181523	0.6454800429213637
ENSG00000073614	ENSG00000119899	0.7327476532739912
ENSG00000033867	ENSG00000125508	0.6040624639290206
ENSG00000138375	ENSG00000145198	0.5600356243636421
ENSG00000162591	ENSG00000198734	0.4861101531252836
ENSG00000128596	ENSG00000188266	0.5937411676569393
ENSG00000137976	ENSG00000138316	0.6338908811055646
ENSG00000113924	ENSG00000115155	0.6942317633199143
ENSG00000070756	ENSG00000116005	0.6062947461625562
ENSG00000125821	ENSG00000197385	0.7281916828764005
ENSG00000159423	ENSG00000183066	0.6375239184911676
ENSG00000121988	ENSG00000162460	0.6053644665130795
ENSG00000005379	ENSG00000103657	0.519519980030757
ENSG00000105321	ENSG00000171433	0.43479151329025495
ENSG00000133739	ENSG00000138448	0.6305251294501685
ENSG00000188820	ENSG00000197893	0.6671935712912882
ENSG00000072121	ENSG00000165124	0.588344024983783
ENSG00000183160	ENSG00000203710	0.4082955782126028
ENSG00000160767	ENSG00000165028	0.6432242630145492
ENSG00000147316	ENSG00000185559	0.5870914419608974
ENSG00000063176	ENSG00000187554	0.45818765847853943
ENSG00000074755	ENSG00000104808	0.5572334005101
ENSG00000101890	ENSG00000204740	0.5490792112839578
ENSG00000085465	ENSG00000181826	0.4244338804102803
ENSG00000084693	ENSG00000244482	0.47994662488126344
ENSG00000039987	ENSG00000180347	0.5429554613129657
ENSG00000111863	ENSG00000244482	0.47940764743742487
ENSG00000205846	ENSG00000214097	0.4072850080822177
ENSG00000074771	ENSG00000164597	0.6759229824910916
ENSG00000116147	ENSG00000214097	0.4098360840483735
ENSG00000165458	ENSG00000196539	0.3844901827448421
ENSG00000144406	ENSG00000174343	0.6390376200021117
ENSG00000100504	ENSG00000215018	0.5158222323164418
ENSG00000166833	ENSG00000167676	0.5324123547184084
ENSG00000139194	ENSG00000167483	0.6479371233589903
ENSG00000142178	ENSG00000167676	0.5336992203767945
ENSG00000121053	ENSG00000148290	0.6826505853832533
ENSG00000007174	ENSG00000152404	0.6080086994646473
ENSG00000152936	ENSG00000205143	0.5351360843466559
ENSG00000119636	ENSG00000165275	0.5379797712735516
ENSG00000107890	ENSG00000138606	0.6124121125552666
ENSG00000120526	ENSG00000175029	0.4048889313038556
ENSG00000086015	ENSG00000140798	0.5641841407829209
ENSG00000165970	ENSG00000166436	0.6123856310107351
ENSG00000137860	ENSG00000185640	0.6117559085521813
ENSG00000111863	ENSG00000163749	0.6616943183400668
ENSG00000091986	ENSG00000103657	0.5261372920948169
ENSG00000010626	ENSG00000148450	0.45389784450976184
ENSG00000115970	ENSG00000138363	0.6412855715172605
ENSG00000123415	ENSG00000151914	0.5743417356326485
ENSG00000074660	ENSG00000076242	0.6674760690934339
ENSG00000031823	ENSG00000167723	0.5609856585437294
ENSG00000100461	ENSG00000131018	0.5977836203512034
ENSG00000100197	ENSG00000124067	0.6150036640483437
ENSG00000125998	ENSG00000198502	0.594410769782382
ENSG00000125046	ENSG00000185666	0.6115876845393557
ENSG00000141200	ENSG00000143952	0.6590436191877583
ENSG00000119397	ENSG00000142675	0.6226933734150398
ENSG00000163347	ENSG00000178026	0.6551679413350855
ENSG00000070371	ENSG00000139719	0.6816825390466544
ENSG00000136319	ENSG00000163312	0.6776815892660872
ENSG00000106692	ENSG00000138759	0.5962897709209379
ENSG00000077616	ENSG00000151789	0.6267105205269314
ENSG00000107951	ENSG00000180999	0.5777277685538025
ENSG00000125409	ENSG00000187372	0.594051757714826
ENSG00000115155	ENSG00000204568	0.6905459783897739
ENSG00000164309	ENSG00000167766	0.5893978334806851
ENSG00000041880	ENSG00000175564	0.6566600719170419
ENSG00000077616	ENSG00000141540	0.6339914231820741
ENSG00000116871	ENSG00000174791	0.6527350850980285
ENSG00000159658	ENSG00000178404	0.4333931580058351
ENSG00000101109	ENSG00000244482	0.4822411365396833
ENSG00000187908	ENSG00000214013	0.5227995720443067
ENSG00000116005	ENSG00000185842	0.6398061809356502
ENSG00000092098	ENSG00000177943	0.5573478415454184
ENSG00000151304	ENSG00000168014	0.620217899498165
ENSG00000092098	ENSG00000182670	0.5977969244781657
ENSG00000171433	ENSG00000198646	0.632656557190469
ENSG00000086015	ENSG00000178404	0.43088922216753567
ENSG00000079308	ENSG00000158077	0.5305115853054098
ENSG00000110955	ENSG00000171298	0.6491306240021373
ENSG00000125999	ENSG00000165275	0.6051449031718692
ENSG00000058453	ENSG00000171496	0.5796813307536793
ENSG00000154646	ENSG00000181616	0.572853244916185
ENSG00000046889	ENSG00000110237	0.5979820410579648
ENSG00000151364	ENSG00000167862	0.45417030455721463
ENSG00000100079	ENSG00000110799	0.6663764121380906
ENSG00000070610	ENSG00000165105	0.6507085439473719
ENSG00000128815	ENSG00000160284	0.487693324391604
ENSG00000127377	ENSG00000140678	0.5828202953290241
ENSG00000182612	ENSG00000182670	0.5967700512952689
ENSG00000143952	ENSG00000167916	0.6748889760032392
ENSG00000168014	ENSG00000213380	0.6208127328823634
ENSG00000172766	ENSG00000176208	0.6711457075969025
ENSG00000096433	ENSG00000135451	0.6574081795166002
ENSG00000181378	ENSG00000188778	0.6381061952803483
ENSG00000105877	ENSG00000198498	0.6223294542104191
ENSG00000136319	ENSG00000157168	0.6456274226155825
ENSG00000129990	ENSG00000165238	0.6513478087100245
ENSG00000187164	ENSG00000198682	0.5847745394662158
ENSG00000174343	ENSG00000197619	0.6422926254608261
ENSG00000112787	ENSG00000188158	0.6177207040619055
ENSG00000110375	ENSG00000115946	0.6430876295761553
ENSG00000125454	ENSG00000162105	0.5103003806517477
ENSG00000074660	ENSG00000105501	0.6509074766551486
ENSG00000154920	ENSG00000165912	0.7868348498639872
ENSG00000152910	ENSG00000254550	0.5462734589203309
ENSG00000088205	ENSG00000146909	0.6655319114515551
ENSG00000176040	ENSG00000179409	0.567815453157142
ENSG00000112038	ENSG00000134571	0.6563418952137117
ENSG00000129566	ENSG00000204962	0.6006746973152264
ENSG00000122121	ENSG00000184860	0.6771547174442586
ENSG00000004846	ENSG00000121764	0.68856838492379
ENSG00000134253	ENSG00000146707	0.6055474849603635
ENSG00000129493	ENSG00000205639	0.6994869688021037
ENSG00000082781	ENSG00000164597	0.679582183906226
ENSG00000077616	ENSG00000187170	0.6275664221514199
ENSG00000138759	ENSG00000256812	0.60801637806593
ENSG00000127481	ENSG00000188266	0.692823745325174
ENSG00000182180	ENSG00000184730	0.626823867092846
ENSG00000103351	ENSG00000120137	0.7170195256156899
ENSG00000081665	ENSG00000167766	0.3899868160968004
ENSG00000131187	ENSG00000197410	0.5786744539881027
ENSG00000119285	ENSG00000185344	0.5977287479658356
ENSG00000164597	ENSG00000184860	0.6691612074398401
ENSG00000124942	ENSG00000169762	0.5923080713443176
ENSG00000130158	ENSG00000167306	0.5681175038553071
ENSG00000116260	ENSG00000185567	0.5284839556599129
ENSG00000188641	ENSG00000196539	0.3883866776521913
ENSG00000072195	ENSG00000095587	0.6249115031430795
ENSG00000138347	ENSG00000204386	0.6021046308809609
ENSG00000148120	ENSG00000244482	0.48156676837080875
ENSG00000138892	ENSG00000168615	0.6663609356761138
ENSG00000141441	ENSG00000259030	0.5224334340530279
ENSG00000138182	ENSG00000180999	0.5777277685538021
ENSG00000171433	ENSG00000184428	0.4937492233096913
ENSG00000112379	ENSG00000116996	0.4499967002637348
ENSG00000116478	ENSG00000174844	0.659261667308017
ENSG00000108825	ENSG00000173531	0.6768572448586064
ENSG00000010626	ENSG00000148290	0.6498144264470223
ENSG00000137073	ENSG00000183960	0.4263736304929341
ENSG00000081307	ENSG00000139304	0.6815187858610393
ENSG00000100346	ENSG00000174255	0.6252453083348762
ENSG00000129255	ENSG00000255307	0.6290284544150931
ENSG00000185238	ENSG00000254986	0.5741160090811537
ENSG00000185567	ENSG00000198246	0.5272752190272452
ENSG00000143315	ENSG00000152766	0.6757416236126657
ENSG00000103351	ENSG00000168060	0.6507226135388681
ENSG00000064787	ENSG00000141497	0.568122630924902
ENSG00000164078	ENSG00000165972	0.6270510834452433
ENSG00000166823	ENSG00000272514	0.4699997890401356
